unique_id,similarity
ABAWEG,0.867738953624602
ABAWOQ,0.9052107409361351
ABAWUW,0.6450365408889112
ABEDOA01,0.8932420078659198
ABEFOE,0.826797089145429
ABIVIQ,0.458784143125147
ABOKUY,0.6513514071876911
ABUZED,0.7061180859835516
ACAGIU,0.8175407197724269
ACAGOA,0.3898775080395597
ACASOM,0.7714018989231678
ACAWEH,0.9236416779553381
ACEFOE,0.7944009418594609
ACEOXM,0.4544662603363473
ACEQOR,0.8746394577374664
ACETIM,0.5876103904675993
ACETYL,0.5741913548429456
ACICAR01,0.80867079166251
ACIDEV,0.6692808263717994
ACIDOF,0.4193658402344592
ACIGUP,0.5238694984780928
ACIJOM,0.8191359960537445
ACIROU,0.8099737949248835
ACIRUA,0.7920116068345776
ACISAH,0.7653863599829726
ACISAI,0.8847756829569909
ACIYAP,0.6642604115395111
ACIYIX,0.9471798141636807
ACOGIK,0.7669783287351732
ACOGOQ,0.726732290648769
ACOGUW,0.8668828617572142
ACOQUG,0.9113056827181133
ACRLAC,0.6650490393328381
ACUNAN,0.769312839720691
ACUNAO,0.6055988652970118
ACUNIV,0.853369151556929
ACUNOB,0.8091149403732102
ACUXIF,0.8039215562859456
ADAHUJ,0.6497327274496453
ADAJAR,0.8293530679250041
ADAJEV,0.5985430011550111
ADAMAN01,0.5721625937108236
ADARAZ,0.8157889855164925
ADASIH,0.3884075688540494
ADEBER,0.8124022389929723
ADEFAT,0.8653808570931292
ADEKOK,0.7575343752111957
ADEQIK,0.655820386547087
ADETAE,0.3508737686953595
ADEZIT,0.49039553384196666
ADEZOZ,0.8933852009068484
ADILEG,0.5853715958275005
ADIPAC,0.8900885292679539
ADIPAM11,0.7408926576119994
ADMNTB03,0.5746393919000996
ADOHOS,0.848297236232332
ADUQEW,0.9235661263931831
ADUQOG,0.9236835737553869
ADUQUM,0.8160284306490033
ADUWUS,0.8791792175419321
ADUXAZ,0.9650006124715544
ADYLAD,
AFAZUD,0.378740972737852
AFECAP,0.45201486413193664
AFEMIH,0.6074409333160524
AFEMON,0.620769091972593
AFESEK,0.910706877355863
AFEVAJ,0.9302221440372608
AFIFOM,0.6608825768274876
AFIFUT,0.5567846240232706
AFIHON,0.8569082992503954
AFIHOO,0.7817663831473508
AFIKIK,0.6677941197803923
AFIMUA,0.4642076655880934
AFIWET,0.7396447342106346
AFODOQ,0.5755520518183967
AFOFEG,0.6014331019977108
AFOMOX,0.8954478681485742
AFOQER,0.6550056209284958
AFUFUE,
AFUPIC,0.9582947053739096
AFUXOR,0.8544095076906627
AGAJEX,0.9247283119633406
AGAJIB,0.9528120623533766
AGAJOI,0.7780111566682313
AGANIH,0.8008597748337265
AGARAE,0.9283827904996967
AGAREH,0.51759128804815
AGAYUE,0.807248696868056
AGEDAS,0.767389039721157
AGEDEW,0.8192380167470769
AGEPEH,0.8854451649616325
AGEPIL,0.9386752917674764
AGEPUZ,0.7129232849647721
AGERAF,0.8678628453713323
AGIBEA,0.6895702024940181
AGINOW,0.9285842357297568
AGISUG,0.9393324417574017
AGITER,0.9042577920071803
AGIXUL,0.57720890371558
AGIYEX,0.8911082323262799
AGODOR,0.8764377328401155
AGOLIS,0.581552945167204
AGOYAZ,0.8311413837163901
AGULUM,0.6660356513451836
AHAZEQ,0.8042672351217384
AHAZOA,0.6682591968958674
AHEMAB,0.9616673275621163
AHENAC,0.5408348893319096
AHEQIP,0.4699745118107348
AHIDAZ,0.7604896141054605
AHIDED,0.7608207947682329
AHIDOL,
AHIGAA,0.7958544772642528
AHODUZ,0.6890199698383106
AHOFAH,0.9273750746173278
AHOPOD,0.6576026394105428
AHOSUO,0.712379056676279
AHUPEY,0.7724185890955702
AJEDIC,0.5325795482929506
AJEHIH,0.8513512842041894
AJEHUT,0.6985251564009427
AJERIR01,0.47303393363058577
AJERIT,0.8885745588580627
AJESIS,0.5177055903732045
AJETOB,0.9267566635038804
AJETUH,0.8280463988053316
AJEXIZ,0.8191199493045025
AJEXOF,0.9429067989579116
AJEXUL,0.9382339537956911
AJIBEB,0.9655846082526691
AJIKIN,
AJIVOG,0.48589545367908843
AJOHIS,0.6816061501843002
AJOSAU,0.694069944341575
AJULAS,0.6840219568146445
AKAPIL,0.49466911056262197
AKAWOZ,0.9720188246521321
AKIFUV,0.6778508225989838
AKIPUH,0.8548046324025848
AKIQIW,0.8711180632613473
AKIQUI,0.9436653475896535
AKOQUO,0.8948169224900234
AKORAV,0.40537632915817545
AKOZIL,0.7474354068162021
AKUVAD,0.6330578099647572
AKUZOV,0.8045939041354129
ALAFIC,0.9616113522056042
ALAQIP,0.5986917567885485
ALEGUU,0.8324947304330008
ALETUG,0.7041189405575493
ALITOL,0.8242869300068658
ALOREA,0.8862272059261684
ALOXAN,0.5407850853463929
ALUHIA,0.4407402400545606
ALUJAU,0.4593973276604162
ALUJIC,0.5977973479471969
ALUVAE,0.41964622101559296
ALUVEI,0.35021343199486776
AMADEX,0.6508158210582117
AMAFEZ01,0.8272113381386933
AMAMOR,0.5359029174542879
AMAPIP,0.6392297527297163
AMASOY,
AMEHAD,0.5381101495428131
AMERIU,0.8707508919710681
AMETES,0.6127007815887107
AMIKOY,0.6534396018826433
AMIXUP,0.827298082966638
AMMTAZ01,0.5205142118838794
AMOCUB,0.538815465889835
AMODOW,0.5994908490852239
AMONUN,0.8873981339275476
AMUBUH,0.8815206657916073
ANACEY,0.6439181735104346
ANAPAH,0.8925233435777287
ANEWEX,0.786535129874049
ANIFOU01,0.7651054748450816
ANISAC,0.3706978375508969
ANODAJ,0.7869342748624801
ANOKEV,0.6588467990647253
ANTCEN,0.6920052212420305
ANTMET01,0.6656289979818223
ANTQUO,0.9450447769652975
ANTRYD,0.7718115807925281
ANUKAW01,0.820967034709139
ANUKIE,0.68546630230337
ANULEN,0.888408531480233
ANUYEO,0.7672739634996378
APAFED,
APAFEE,0.853655172361759
APAFII,0.6777295997010073
APALEK,0.8245318466113776
APAREP,0.6074015162108632
APAVUK,0.49716746713621507
APAWEU,0.8352404222786837
APEMAK,0.9431883913294435
APIDIN,0.7668442702319545
APOQED,0.7097412688276631
APOVUX,0.690083357045165
APOWIM,0.6824149818247675
APOWUY,0.8858221011982768
APOXOT,0.6731848462088932
APUSAF,0.7052095262506639
APUSAF01,0.8633244504577122
APUWEN,0.43956573493234624
APUXAK,0.6216232143738731
APUZEQ,0.5976438001957987
APYFEB01,0.4699093076154242
AQACEB,0.7520644473554723
AQEDEH,0.9237251482677171
AQEQIX,0.549433550295444
AQEQOD,0.7693290369085308
AQEVIB,0.737355074851578
AQEVOH,0.7102964146652958
AQICAG,0.3730039218932955
AQIHIR,0.8857636058046889
AQINIY01,0.48008933012301497
AQIQOI,0.7242430470662786
AQONUR,0.39860174474096166
AQOVEH,0.3281918255795142
AQUBEV,0.622174467178933
ARAGIK,0.8898111742924775
ARAKIP,0.44515486156815665
AREFAF,0.6406682905102459
AREGIP,0.8515346081047519
AREGOV,0.9145086270776873
ARIWOP,
ARIWUV,0.6732188942114868
ARIXAC,0.7710314304165014
ARIXEG,0.357829271090989
AROCAM,0.954408612190482
AROQEE,0.9266749589117149
AROYAH,0.6858647982534252
AROYIP,0.8419714298188481
AROYUB,0.5148434263854313
AROZEM,0.7043068448556384
ASEHOX,0.8686788571664169
ASIJUI,0.8626649467416155
ASILAP,0.6493643140582782
ASILET,0.845340756948251
ASISIG,0.7424978439825208
ASOKUO,0.5655453170251451
ASONED,0.688972895959764
ASONIH,0.7094923249466196
ASOPEF,0.5653410917105692
ASOVOU,0.493649905709157
ASPRIN,0.43670485587121294
ASUBAS,0.8475918994247924
ASUBEW,0.6415168208211411
ASUMUW,0.5175482174194042
ASUWUH,0.43673290651003654
ATAKUB,0.9264828929482949
ATAZEC,0.4425108712201049
ATINUO,0.7694548570193258
ATIPAW,0.765945118414806
ATIPIE,0.8245647346182996
ATIRAY,0.789456069701773
ATOMED,0.8766861700449372
ATOWIP,0.6950525171595349
ATULIK,0.5939240216264963
ATUNAF,0.8207434986577241
ATUNUZ01,0.42260036420317876
ATUTUE,0.8031065972062864
ATUXIW,0.7680060003039263
ATUYIX,0.6294899218865267
ATUZIZ,0.8930977738560107
AVAFAE,0.9624221443659937
AVAJAI,0.22832660170427707
AVEBUA,0.8483826410352615
AVISED,0.634271182341837
AVIWEJ01,0.7305142887520284
AVOFAU02,0.38235465652160905
AVOZOA,0.5026458920569088
AVUDEB,0.6386279047110498
AVUKEJ,
AVUSOA,0.8616553750195469
AVUZEW,0.6973586130772739
AWAKIT,0.5377274319600976
AWAZON,0.6923863296978922
AWEGOY,0.7907503457467593
AWEHAL,0.565334869838463
AWEHAL02,0.5889627101220481
AWEKAP,0.933243983121454
AWEKUJ,0.9622860311663836
AWELIZ,0.6309195965992436
AWELUL,0.3455722740167294
AWEPEY,0.6527734166824364
AWESUS,0.8286961390449346
AWIXUZ,0.4875508133775479
AWOFUP,0.7831336332156734
AWUGII,0.699610887265021
AWUKIN,0.7955836036035602
AWUMOU,0.8902772889041872
AWUQEQ,0.9077273463180505
AWUYEY,0.4989241777028656
AXADUA,0.8133023600415262
AXAGIP,0.6115751412056294
AXAHAJ,0.7158424860034336
AXAHEN,0.9393026616618401
AXAKAM,0.7437068583986792
AXAWOM,0.38341589256886366
AXAXUT,0.788544545966431
AXEPUQ,0.5229611479937392
AXEQEB,0.547675659392988
AXEZAE,0.9165901035842856
AXIPIH,0.7415414314482319
AXISAD,0.5033375966197104
AXOQIP,0.7092880470061168
AYALOC,0.701482967933246
AYAVAX,0.8064385016909361
AYAVIF,0.940905657909266
AYEBUB,0.6850063820567521
AYIFUJ,0.5070602982467118
AYIMUQ,0.8534555424280371
AYORUC,0.8619242804005158
AYOYUJ,0.823239954812701
AYUCIH,0.7809738236992513
AYUFOQ,0.5155883281118665
AYUMUC,0.8368310297620931
AYUNAJ,0.5750808191331713
AYURUI,0.5456695393340616
AYUTEU,0.7068490104339666
AYUWOH,0.6589188247337717
AYUZUQ,0.9223482416897697
AZABAG,0.9205347561213004
AZAFAJ01,0.8996567632984482
AZAMAQ,0.4703724478167034
AZAQIC,0.9204148531996642
AZAZEI,0.4728918663443951
AZBENC,0.362497065202308
AZCFOM,0.9173562447908805
AZCOPY01,0.8448311996731068
AZDCAR,0.6364043534469006
AZELAC01,0.5434990478643391
AZETOQ,0.8192089305980021
AZEVUY,0.7058339637637995
AZIBEQ,0.698418164184595
AZIBYR,0.8809576788258614
AZOBAS,0.6992397255886105
AZOJEE,0.7354356026347111
AZOMUY,0.9101078096642147
AZOSOX,0.4503984842769215
AZOTEP,0.39345598514840213
AZOYIY,0.9141647637693282
AZSTBB,0.7721048432430746
AZUCOO,0.5583722773486237
AZUGUY,0.6942249085249966
AZUHEI,0.571672204130882
AZUJOV,0.8735985797550638
AZUKAI,0.8830763697937648
AZULOP,0.6594421163205507
AZUQOC,0.705261022622172
BABFAN,0.8016966504819663
BABMAS01,0.5504817245723583
BABMOG,0.6584381945231969
BABMUP,
BACGUI,0.7115720648177368
BACJEX,0.7814435622562317
BACKEY,0.8764600851143283
BACKIC,0.8904472963995563
BACLUQ,0.7329777206542858
BACWAH,0.8421418634088487
BACWEL,0.9348967124510251
BADAMN10,0.6260088375238191
BADHUN,0.7794696594719233
BADJOF,0.8414099386808099
BADQEF,0.5565673526877137
BADRON,0.9266478299577705
BADTIM,
BAFQEG,0.4755858736626623
BAFTAD10,0.5533300433528545
BAFXEP,0.8898683595059809
BAFXIP,0.582774000604512
